id,title,text,keywords,category,intent
4701,Password Reset,"In the organization, users can reset their account password through the password recovery page. This option is available when applicable for case 3.","password, reset, recovery, account, login",IT,password_recovery
4702,Account Recovery,"In the organization, users can recover their account by verifying their registered email address. This option is available when applicable for case 3.","account recovery, email verification, account access, registered email",IT,account_recovery
4703,Remote Work Policy,"In the organization, employees are allowed to work remotely for up to 10 days per month. This option is available when applicable for case 3.","remote work, work from home, employees, policy, flexible work",HR,remote_work
4704,Annual Leave,"In the organization, employees receive 20 days of paid annual leave every year. This option is available when applicable for case 3.","annual leave, paid leave, vacation, employees, time off",HR,annual_leave
4705,Machine Learning,"In the organization, machine learning allows computers to learn patterns from data. This option is available when applicable for case 3.","machine learning, data, patterns, AI, prediction",AI/ML,machine_learning
4706,Python,"In the organization, python is a popular programming language used for data science and machine learning. This option is available when applicable for case 3.","Python, programming, data science, machine learning, software",Programming,python
4707,Health Insurance,"In the organization, employees are eligible for company health insurance benefits. This option is available when applicable for case 3.","health insurance, employees, medical, benefits, coverage",HR,health_insurance
4708,Work From Home,"In the organization, employees may work from home according to the company's remote work policy. This option is available when applicable for case 3.","work from home, remote work, employees, home office, flexible work",HR,remote_work
4709,Deep Learning,"In the organization, deep learning uses neural networks with multiple layers to learn complex patterns. This option is available when applicable for case 3.","deep learning, neural networks, layers, patterns, AI",AI/ML,deep_learning
4710,Employee Benefits,"In the organization, employees receive various benefits including insurance, leave and retirement benefits. This option is available when applicable for case 3.","employee benefits, insurance, leave, retirement, employees",HR,employee_benefits
4711,Phishing Protection,"According to the policy, phishing protection helps users identify fraudulent messages and unsafe links. This process is designed to simplify access for case 6.","phishing, email, security, fraud, links",Security,phishing
4712,SQL,"According to the policy, developers use SQL to retrieve and manipulate data in database tables. This process is designed to simplify access for case 6.","SQL, database, query, data, tables",Programming,sql
4713,Data Science,"According to the policy, data scientists analyze information to discover useful insights and patterns. This process is designed to simplify access for case 6.","data science, analysis, statistics, machine learning, data",AI/ML,data_science
4714,Sick Leave,"According to the policy, sick leave allows employees to take time away from work when they are unwell. This process is designed to simplify access for case 6.","sick leave, illness, leave, employees, absence",HR,sick_leave
4715,Data Privacy,"According to the policy, data privacy practices help protect sensitive personal information. This process is designed to simplify access for case 6.","privacy, personal data, security, information, compliance",Security,data_privacy
4716,Cloud Computing,"According to the policy, organizations can use cloud platforms for storage, applications and computing. This process is designed to simplify access for case 6.","cloud, servers, storage, computing, technology",Technology,cloud_computing
4717,API,"According to the policy, applications can exchange data and functionality through APIs. This process is designed to simplify access for case 6.","API, software, integration, applications, requests",Technology,api
4718,Natural Language Processing,"According to the policy, nLP techniques can analyze and understand text written in natural language. This process is designed to simplify access for case 6.","NLP, language, text, AI, natural language",AI/ML,nlp
4719,Semantic Search,"According to the policy, a semantic search system finds relevant documents by understanding the meaning of a query. This process is designed to simplify access for case 6.","semantic search, meaning, query, documents, similarity",AI/ML,semantic_search
4720,Customer Support,"According to the policy, customer support teams assist users with questions and service issues. This process is designed to simplify access for case 6.","customer support, help, service, customers, tickets",Business,customer_support
4721,Password Reset,"In the organization, users can change a forgotten password using the account recovery option. This option is available when applicable for case 3.","password, reset, recovery, account, login",IT,password_recovery
4722,Account Recovery,"In the organization, account access can be restored after the registered email is verified. This option is available when applicable for case 3.","account recovery, email verification, account access, registered email",IT,account_recovery
4723,Remote Work Policy,"In the organization, employees may work from home according to the company's remote work policy. This option is available when applicable for case 3.","remote work, work from home, employees, policy, flexible work",HR,remote_work
4724,Annual Leave,"In the organization, staff members are entitled to 20 paid vacation days each year. This option is available when applicable for case 3.","annual leave, paid leave, vacation, employees, time off",HR,annual_leave
4725,Machine Learning,"In the organization, machine learning systems identify useful patterns in data to make predictions. This option is available when applicable for case 3.","machine learning, data, patterns, AI, prediction",AI/ML,machine_learning
4726,Python,"In the organization, python is widely used to build applications and analyze data. This option is available when applicable for case 3.","Python, programming, data science, machine learning, software",Programming,python
4727,Health Insurance,"In the organization, the company provides health insurance coverage to eligible employees. This option is available when applicable for case 3.","health insurance, employees, medical, benefits, coverage",HR,health_insurance
4728,Work From Home,"In the organization, staff members can work from home when permitted by company policy. This option is available when applicable for case 3.","work from home, remote work, employees, home office, flexible work",HR,remote_work
4729,Deep Learning,"In the organization, deep learning models use layered neural networks to understand complex data. This option is available when applicable for case 3.","deep learning, neural networks, layers, patterns, AI",AI/ML,deep_learning
4730,Employee Benefits,"In the organization, the company offers employees benefits such as insurance, paid leave and retirement support. This option is available when applicable for case 3.","employee benefits, insurance, leave, retirement, employees",HR,employee_benefits
4731,Phishing Protection,"According to the policy, security awareness can help employees recognize phishing attempts. This process is designed to simplify access for case 6.","phishing, email, security, fraud, links",Security,phishing
4732,SQL,"According to the policy, database queries can be written in SQL to find relevant records. This process is designed to simplify access for case 6.","SQL, database, query, data, tables",Programming,sql
4733,Data Science,"According to the policy, data science uses computational and statistical methods to understand data. This process is designed to simplify access for case 6.","data science, analysis, statistics, machine learning, data",AI/ML,data_science
4734,Sick Leave,"According to the policy, staff members should follow the leave process when taking sick days. This process is designed to simplify access for case 6.","sick leave, illness, leave, employees, absence",HR,sick_leave
4735,Data Privacy,"According to the policy, personal data should be handled securely according to privacy requirements. This process is designed to simplify access for case 6.","privacy, personal data, security, information, compliance",Security,data_privacy
4736,Cloud Computing,"According to the policy, cloud services allow businesses to access computing resources without managing all physical infrastructure. This process is designed to simplify access for case 6.","cloud, servers, storage, computing, technology",Technology,cloud_computing
4737,API,"According to the policy, aPIs provide defined interfaces for software integration and communication. This process is designed to simplify access for case 6.","API, software, integration, applications, requests",Technology,api
4738,Natural Language Processing,"According to the policy, natural language processing is used for tasks such as text classification and search. This process is designed to simplify access for case 6.","NLP, language, text, AI, natural language",AI/ML,nlp
4739,Semantic Search,"According to the policy, semantic similarity can help search systems retrieve conceptually related documents. This process is designed to simplify access for case 6.","semantic search, meaning, query, documents, similarity",AI/ML,semantic_search
4740,Customer Support,"According to the policy, support representatives help customers resolve problems and answer questions. This process is designed to simplify access for case 6.","customer support, help, service, customers, tickets",Business,customer_support
4741,Password Reset,"In the organization, a forgotten password can be reset through the account recovery process. This option is available when applicable for case 3.","password, reset, recovery, account, login",IT,password_recovery
4742,Account Recovery,"In the organization, users can regain access to an account through email verification. This option is available when applicable for case 3.","account recovery, email verification, account access, registered email",IT,account_recovery
4743,Remote Work Policy,"In the organization, the company permits employees to work remotely under its flexible work policy. This option is available when applicable for case 3.","remote work, work from home, employees, policy, flexible work",HR,remote_work
4744,Annual Leave,"In the organization, the company provides employees with 20 days of annual paid leave. This option is available when applicable for case 3.","annual leave, paid leave, vacation, employees, time off",HR,annual_leave
4745,Machine Learning,"In the organization, computers can learn from examples and improve predictions using machine learning. This option is available when applicable for case 3.","machine learning, data, patterns, AI, prediction",AI/ML,machine_learning
4746,Python,"In the organization, data scientists commonly use Python for machine learning projects. This option is available when applicable for case 3.","Python, programming, data science, machine learning, software",Programming,python
4747,Health Insurance,"In the organization, eligible staff members can receive medical insurance benefits through the company. This option is available when applicable for case 3.","health insurance, employees, medical, benefits, coverage",HR,health_insurance
4748,Work From Home,"In the organization, the organization supports working from home under its flexible work rules. This option is available when applicable for case 3.","work from home, remote work, employees, home office, flexible work",HR,remote_work
4749,Deep Learning,"In the organization, neural networks with many layers can learn sophisticated patterns through deep learning. This option is available when applicable for case 3.","deep learning, neural networks, layers, patterns, AI",AI/ML,deep_learning
4750,Employee Benefits,"In the organization, employee benefits include healthcare coverage, leave and retirement programs. This option is available when applicable for case 3.","employee benefits, insurance, leave, retirement, employees",HR,employee_benefits
4751,Phishing Protection,"In the organization, employees should avoid suspicious links in unexpected emails to reduce phishing risks. This process is designed to simplify access for case 6.","phishing, email, security, fraud, links",Security,phishing
4752,SQL,"In the organization, sQL is used to query and manage information stored in relational databases. This process is designed to simplify access for case 6.","SQL, database, query, data, tables",Programming,sql
4753,Data Science,"In the organization, data science combines data analysis, statistics and machine learning to solve problems. This process is designed to simplify access for case 6.","data science, analysis, statistics, machine learning, data",AI/ML,data_science
4754,Sick Leave,"In the organization, employees can request sick leave when they are unable to work because of illness. This process is designed to simplify access for case 6.","sick leave, illness, leave, employees, absence",HR,sick_leave
4755,Data Privacy,"In the organization, organizations should protect personal information from unauthorized access. This process is designed to simplify access for case 6.","privacy, personal data, security, information, compliance",Security,data_privacy
4756,Cloud Computing,"In the organization, cloud computing provides computing resources through internet-based services. This process is designed to simplify access for case 6.","cloud, servers, storage, computing, technology",Technology,cloud_computing
4757,API,"In the organization, an API allows different software applications to communicate with each other. This process is designed to simplify access for case 6.","API, software, integration, applications, requests",Technology,api
4758,Natural Language Processing,"In the organization, natural language processing enables computers to work with human language. This process is designed to simplify access for case 6.","NLP, language, text, AI, natural language",AI/ML,nlp
4759,Semantic Search,"In the organization, semantic search retrieves documents based on meaning rather than exact keyword matches. This process is designed to simplify access for case 6.","semantic search, meaning, query, documents, similarity",AI/ML,semantic_search
4760,Customer Support,"In the organization, customers can contact support when they need help with a product or service. This process is designed to simplify access for case 6.","customer support, help, service, customers, tickets",Business,customer_support
4761,Password Reset,"In the organization, users can regain account access by creating a new password. This option is available when applicable for case 3.","password, reset, recovery, account, login",IT,password_recovery
4762,Account Recovery,"In the organization, the account recovery process requires verification of the registered email. This option is available when applicable for case 3.","account recovery, email verification, account access, registered email",IT,account_recovery
4763,Remote Work Policy,"In the organization, staff members can perform their duties remotely within the monthly limit. This option is available when applicable for case 3.","remote work, work from home, employees, policy, flexible work",HR,remote_work
4764,Annual Leave,"In the organization, employees can take up to 20 paid leave days during the year. This option is available when applicable for case 3.","annual leave, paid leave, vacation, employees, time off",HR,annual_leave
4765,Machine Learning,"In the organization, machine learning enables software to discover patterns without explicit programming. This option is available when applicable for case 3.","machine learning, data, patterns, AI, prediction",AI/ML,machine_learning
4766,Python,"In the organization, python provides a flexible programming environment for data analysis. This option is available when applicable for case 3.","Python, programming, data science, machine learning, software",Programming,python
4767,Health Insurance,"In the organization, employees may access company-sponsored healthcare coverage. This option is available when applicable for case 3.","health insurance, employees, medical, benefits, coverage",HR,health_insurance
4768,Work From Home,"In the organization, employees can perform their responsibilities from home under the remote work arrangement. This option is available when applicable for case 3.","work from home, remote work, employees, home office, flexible work",HR,remote_work
4769,Deep Learning,"In the organization, deep learning applies multiple neural network layers to extract complex representations. This option is available when applicable for case 3.","deep learning, neural networks, layers, patterns, AI",AI/ML,deep_learning
4770,Employee Benefits,"In the organization, staff members can receive several benefits through the company's employee benefits program. This option is available when applicable for case 3.","employee benefits, insurance, leave, retirement, employees",HR,employee_benefits
4771,Phishing Protection,"In the organization, phishing protection helps users identify fraudulent messages and unsafe links. This process is designed to simplify access for case 6.","phishing, email, security, fraud, links",Security,phishing
4772,SQL,"In the organization, developers use SQL to retrieve and manipulate data in database tables. This process is designed to simplify access for case 6.","SQL, database, query, data, tables",Programming,sql
4773,Data Science,"In the organization, data scientists analyze information to discover useful insights and patterns. This process is designed to simplify access for case 6.","data science, analysis, statistics, machine learning, data",AI/ML,data_science
4774,Sick Leave,"In the organization, sick leave allows employees to take time away from work when they are unwell. This process is designed to simplify access for case 6.","sick leave, illness, leave, employees, absence",HR,sick_leave
4775,Data Privacy,"In the organization, data privacy practices help protect sensitive personal information. This process is designed to simplify access for case 6.","privacy, personal data, security, information, compliance",Security,data_privacy
4776,Cloud Computing,"In the organization, organizations can use cloud platforms for storage, applications and computing. This process is designed to simplify access for case 6.","cloud, servers, storage, computing, technology",Technology,cloud_computing
4777,API,"In the organization, applications can exchange data and functionality through APIs. This process is designed to simplify access for case 6.","API, software, integration, applications, requests",Technology,api
4778,Natural Language Processing,"In the organization, nLP techniques can analyze and understand text written in natural language. This process is designed to simplify access for case 6.","NLP, language, text, AI, natural language",AI/ML,nlp
4779,Semantic Search,"In the organization, a semantic search system finds relevant documents by understanding the meaning of a query. This process is designed to simplify access for case 6.","semantic search, meaning, query, documents, similarity",AI/ML,semantic_search
4780,Customer Support,"In the organization, customer support teams assist users with questions and service issues. This process is designed to simplify access for case 6.","customer support, help, service, customers, tickets",Business,customer_support
4781,Password Reset,"In the organization, the password recovery page allows users to set a new account password. This option is available when applicable for case 3.","password, reset, recovery, account, login",IT,password_recovery
4782,Account Recovery,"In the organization, a registered email address can be used to recover a user account. This option is available when applicable for case 3.","account recovery, email verification, account access, registered email",IT,account_recovery
4783,Remote Work Policy,"In the organization, employees can use the company's remote working arrangement each month. This option is available when applicable for case 3.","remote work, work from home, employees, policy, flexible work",HR,remote_work
4784,Annual Leave,"In the organization, each employee receives an annual allowance of 20 paid leave days. This option is available when applicable for case 3.","annual leave, paid leave, vacation, employees, time off",HR,annual_leave
4785,Machine Learning,"In the organization, algorithms can learn relationships in data and use them for future predictions. This option is available when applicable for case 3.","machine learning, data, patterns, AI, prediction",AI/ML,machine_learning
4786,Python,"In the organization, many machine learning developers use Python to build intelligent applications. This option is available when applicable for case 3.","Python, programming, data science, machine learning, software",Programming,python
4787,Health Insurance,"In the organization, health insurance is included among the benefits available to eligible employees. This option is available when applicable for case 3.","health insurance, employees, medical, benefits, coverage",HR,health_insurance
4788,Work From Home,"In the organization, the work from home option allows eligible employees to work outside the office. This option is available when applicable for case 3.","work from home, remote work, employees, home office, flexible work",HR,remote_work
4789,Deep Learning,"In the organization, layered neural networks are commonly used to solve complex learning problems. This option is available when applicable for case 3.","deep learning, neural networks, layers, patterns, AI",AI/ML,deep_learning
4790,Employee Benefits,"In the organization, the organization's benefits package includes insurance, leave and retirement-related benefits. This option is available when applicable for case 3.","employee benefits, insurance, leave, retirement, employees",HR,employee_benefits
4791,Phishing Protection,"In the organization, security awareness can help employees recognize phishing attempts. This process is designed to simplify access for case 6.","phishing, email, security, fraud, links",Security,phishing
4792,SQL,"In the organization, database queries can be written in SQL to find relevant records. This process is designed to simplify access for case 6.","SQL, database, query, data, tables",Programming,sql
4793,Data Science,"In the organization, data science uses computational and statistical methods to understand data. This process is designed to simplify access for case 6.","data science, analysis, statistics, machine learning, data",AI/ML,data_science
4794,Sick Leave,"In the organization, staff members should follow the leave process when taking sick days. This process is designed to simplify access for case 6.","sick leave, illness, leave, employees, absence",HR,sick_leave
4795,Data Privacy,"In the organization, personal data should be handled securely according to privacy requirements. This process is designed to simplify access for case 6.","privacy, personal data, security, information, compliance",Security,data_privacy
4796,Cloud Computing,"In the organization, cloud services allow businesses to access computing resources without managing all physical infrastructure. This process is designed to simplify access for case 6.","cloud, servers, storage, computing, technology",Technology,cloud_computing
4797,API,"In the organization, aPIs provide defined interfaces for software integration and communication. This process is designed to simplify access for case 6.","API, software, integration, applications, requests",Technology,api
4798,Natural Language Processing,"In the organization, natural language processing is used for tasks such as text classification and search. This process is designed to simplify access for case 6.","NLP, language, text, AI, natural language",AI/ML,nlp
4799,Semantic Search,"In the organization, semantic similarity can help search systems retrieve conceptually related documents. This process is designed to simplify access for case 6.","semantic search, meaning, query, documents, similarity",AI/ML,semantic_search
4800,Customer Support,"In the organization, support representatives help customers resolve problems and answer questions. This process is designed to simplify access for case 6.","customer support, help, service, customers, tickets",Business,customer_support
4801,Password Reset,Users can reset their account password through the password recovery page for case 4.,"password, reset, recovery, account, login",IT,password_recovery
4802,Account Recovery,Users can recover their account by verifying their registered email address for case 4.,"account recovery, email verification, account access, registered email",IT,account_recovery
4803,Remote Work Policy,Employees are allowed to work remotely for up to 10 days per month for case 4.,"remote work, work from home, employees, policy, flexible work",HR,remote_work
4804,Annual Leave,Employees receive 20 days of paid annual leave every year for case 4.,"annual leave, paid leave, vacation, employees, time off",HR,annual_leave
4805,Machine Learning,Machine learning allows computers to learn patterns from data for case 4.,"machine learning, data, patterns, AI, prediction",AI/ML,machine_learning
4806,Python,Python is a popular programming language used for data science and machine learning for case 4.,"Python, programming, data science, machine learning, software",Programming,python
4807,Health Insurance,Employees are eligible for company health insurance benefits for case 4.,"health insurance, employees, medical, benefits, coverage",HR,health_insurance
4808,Work From Home,Employees may work from home according to the company's remote work policy for case 4.,"work from home, remote work, employees, home office, flexible work",HR,remote_work
4809,Deep Learning,Deep learning uses neural networks with multiple layers to learn complex patterns for case 4.,"deep learning, neural networks, layers, patterns, AI",AI/ML,deep_learning
4810,Employee Benefits,"Employees receive various benefits including insurance, leave and retirement benefits for case 4.","employee benefits, insurance, leave, retirement, employees",HR,employee_benefits
4811,Phishing Protection,Employees should avoid suspicious links in unexpected emails to reduce phishing risks. This option is available when applicable for case 6.,"phishing, email, security, fraud, links",Security,phishing
4812,SQL,SQL is used to query and manage information stored in relational databases. This option is available when applicable for case 6.,"SQL, database, query, data, tables",Programming,sql
4813,Data Science,"Data science combines data analysis, statistics and machine learning to solve problems. This option is available when applicable for case 6.","data science, analysis, statistics, machine learning, data",AI/ML,data_science
4814,Sick Leave,Employees can request sick leave when they are unable to work because of illness. This option is available when applicable for case 6.,"sick leave, illness, leave, employees, absence",HR,sick_leave
4815,Data Privacy,Organizations should protect personal information from unauthorized access. This option is available when applicable for case 6.,"privacy, personal data, security, information, compliance",Security,data_privacy
4816,Cloud Computing,Cloud computing provides computing resources through internet-based services. This option is available when applicable for case 6.,"cloud, servers, storage, computing, technology",Technology,cloud_computing
4817,API,An API allows different software applications to communicate with each other. This option is available when applicable for case 6.,"API, software, integration, applications, requests",Technology,api
4818,Natural Language Processing,Natural language processing enables computers to work with human language. This option is available when applicable for case 6.,"NLP, language, text, AI, natural language",AI/ML,nlp
4819,Semantic Search,Semantic search retrieves documents based on meaning rather than exact keyword matches. This option is available when applicable for case 6.,"semantic search, meaning, query, documents, similarity",AI/ML,semantic_search
4820,Customer Support,Customers can contact support when they need help with a product or service. This option is available when applicable for case 6.,"customer support, help, service, customers, tickets",Business,customer_support
4821,Password Reset,Users can change a forgotten password using the account recovery option for case 4.,"password, reset, recovery, account, login",IT,password_recovery
4822,Account Recovery,Account access can be restored after the registered email is verified for case 4.,"account recovery, email verification, account access, registered email",IT,account_recovery
4823,Remote Work Policy,Employees may work from home according to the company's remote work policy for case 4.,"remote work, work from home, employees, policy, flexible work",HR,remote_work
4824,Annual Leave,Staff members are entitled to 20 paid vacation days each year for case 4.,"annual leave, paid leave, vacation, employees, time off",HR,annual_leave
4825,Machine Learning,Machine learning systems identify useful patterns in data to make predictions for case 4.,"machine learning, data, patterns, AI, prediction",AI/ML,machine_learning
4826,Python,Python is widely used to build applications and analyze data for case 4.,"Python, programming, data science, machine learning, software",Programming,python
4827,Health Insurance,The company provides health insurance coverage to eligible employees for case 4.,"health insurance, employees, medical, benefits, coverage",HR,health_insurance
4828,Work From Home,Staff members can work from home when permitted by company policy for case 4.,"work from home, remote work, employees, home office, flexible work",HR,remote_work
4829,Deep Learning,Deep learning models use layered neural networks to understand complex data for case 4.,"deep learning, neural networks, layers, patterns, AI",AI/ML,deep_learning
4830,Employee Benefits,"The company offers employees benefits such as insurance, paid leave and retirement support for case 4.","employee benefits, insurance, leave, retirement, employees",HR,employee_benefits
4831,Phishing Protection,Phishing protection helps users identify fraudulent messages and unsafe links. This option is available when applicable for case 6.,"phishing, email, security, fraud, links",Security,phishing
4832,SQL,Developers use SQL to retrieve and manipulate data in database tables. This option is available when applicable for case 6.,"SQL, database, query, data, tables",Programming,sql
4833,Data Science,Data scientists analyze information to discover useful insights and patterns. This option is available when applicable for case 6.,"data science, analysis, statistics, machine learning, data",AI/ML,data_science
4834,Sick Leave,Sick leave allows employees to take time away from work when they are unwell. This option is available when applicable for case 6.,"sick leave, illness, leave, employees, absence",HR,sick_leave
4835,Data Privacy,Data privacy practices help protect sensitive personal information. This option is available when applicable for case 6.,"privacy, personal data, security, information, compliance",Security,data_privacy
4836,Cloud Computing,"Organizations can use cloud platforms for storage, applications and computing. This option is available when applicable for case 6.","cloud, servers, storage, computing, technology",Technology,cloud_computing
4837,API,Applications can exchange data and functionality through APIs. This option is available when applicable for case 6.,"API, software, integration, applications, requests",Technology,api
4838,Natural Language Processing,NLP techniques can analyze and understand text written in natural language. This option is available when applicable for case 6.,"NLP, language, text, AI, natural language",AI/ML,nlp
4839,Semantic Search,A semantic search system finds relevant documents by understanding the meaning of a query. This option is available when applicable for case 6.,"semantic search, meaning, query, documents, similarity",AI/ML,semantic_search
4840,Customer Support,Customer support teams assist users with questions and service issues. This option is available when applicable for case 6.,"customer support, help, service, customers, tickets",Business,customer_support
4841,Password Reset,A forgotten password can be reset through the account recovery process for case 4.,"password, reset, recovery, account, login",IT,password_recovery
4842,Account Recovery,Users can regain access to an account through email verification for case 4.,"account recovery, email verification, account access, registered email",IT,account_recovery
4843,Remote Work Policy,The company permits employees to work remotely under its flexible work policy for case 4.,"remote work, work from home, employees, policy, flexible work",HR,remote_work
4844,Annual Leave,The company provides employees with 20 days of annual paid leave for case 4.,"annual leave, paid leave, vacation, employees, time off",HR,annual_leave
4845,Machine Learning,Computers can learn from examples and improve predictions using machine learning for case 4.,"machine learning, data, patterns, AI, prediction",AI/ML,machine_learning
4846,Python,Data scientists commonly use Python for machine learning projects for case 4.,"Python, programming, data science, machine learning, software",Programming,python
4847,Health Insurance,Eligible staff members can receive medical insurance benefits through the company for case 4.,"health insurance, employees, medical, benefits, coverage",HR,health_insurance
4848,Work From Home,The organization supports working from home under its flexible work rules for case 4.,"work from home, remote work, employees, home office, flexible work",HR,remote_work
4849,Deep Learning,Neural networks with many layers can learn sophisticated patterns through deep learning for case 4.,"deep learning, neural networks, layers, patterns, AI",AI/ML,deep_learning
4850,Employee Benefits,"Employee benefits include healthcare coverage, leave and retirement programs for case 4.","employee benefits, insurance, leave, retirement, employees",HR,employee_benefits
4851,Phishing Protection,Security awareness can help employees recognize phishing attempts. This option is available when applicable for case 6.,"phishing, email, security, fraud, links",Security,phishing
4852,SQL,Database queries can be written in SQL to find relevant records. This option is available when applicable for case 6.,"SQL, database, query, data, tables",Programming,sql
4853,Data Science,Data science uses computational and statistical methods to understand data. This option is available when applicable for case 6.,"data science, analysis, statistics, machine learning, data",AI/ML,data_science
4854,Sick Leave,Staff members should follow the leave process when taking sick days. This option is available when applicable for case 6.,"sick leave, illness, leave, employees, absence",HR,sick_leave
4855,Data Privacy,Personal data should be handled securely according to privacy requirements. This option is available when applicable for case 6.,"privacy, personal data, security, information, compliance",Security,data_privacy
4856,Cloud Computing,Cloud services allow businesses to access computing resources without managing all physical infrastructure. This option is available when applicable for case 6.,"cloud, servers, storage, computing, technology",Technology,cloud_computing
4857,API,APIs provide defined interfaces for software integration and communication. This option is available when applicable for case 6.,"API, software, integration, applications, requests",Technology,api
4858,Natural Language Processing,Natural language processing is used for tasks such as text classification and search. This option is available when applicable for case 6.,"NLP, language, text, AI, natural language",AI/ML,nlp
4859,Semantic Search,Semantic similarity can help search systems retrieve conceptually related documents. This option is available when applicable for case 6.,"semantic search, meaning, query, documents, similarity",AI/ML,semantic_search
4860,Customer Support,Support representatives help customers resolve problems and answer questions. This option is available when applicable for case 6.,"customer support, help, service, customers, tickets",Business,customer_support
4861,Password Reset,Users can regain account access by creating a new password for case 4.,"password, reset, recovery, account, login",IT,password_recovery
4862,Account Recovery,The account recovery process requires verification of the registered email for case 4.,"account recovery, email verification, account access, registered email",IT,account_recovery
4863,Remote Work Policy,Staff members can perform their duties remotely within the monthly limit for case 4.,"remote work, work from home, employees, policy, flexible work",HR,remote_work
4864,Annual Leave,Employees can take up to 20 paid leave days during the year for case 4.,"annual leave, paid leave, vacation, employees, time off",HR,annual_leave
4865,Machine Learning,Machine learning enables software to discover patterns without explicit programming for case 4.,"machine learning, data, patterns, AI, prediction",AI/ML,machine_learning
4866,Python,Python provides a flexible programming environment for data analysis for case 4.,"Python, programming, data science, machine learning, software",Programming,python
4867,Health Insurance,Employees may access company-sponsored healthcare coverage for case 4.,"health insurance, employees, medical, benefits, coverage",HR,health_insurance
4868,Work From Home,Employees can perform their responsibilities from home under the remote work arrangement for case 4.,"work from home, remote work, employees, home office, flexible work",HR,remote_work
4869,Deep Learning,Deep learning applies multiple neural network layers to extract complex representations for case 4.,"deep learning, neural networks, layers, patterns, AI",AI/ML,deep_learning
4870,Employee Benefits,Staff members can receive several benefits through the company's employee benefits program for case 4.,"employee benefits, insurance, leave, retirement, employees",HR,employee_benefits
4871,Phishing Protection,"Generally, employees should avoid suspicious links in unexpected emails to reduce phishing risks. This option is available when applicable for case 6.","phishing, email, security, fraud, links",Security,phishing
4872,SQL,"Generally, sQL is used to query and manage information stored in relational databases. This option is available when applicable for case 6.","SQL, database, query, data, tables",Programming,sql
4873,Data Science,"Generally, data science combines data analysis, statistics and machine learning to solve problems. This option is available when applicable for case 6.","data science, analysis, statistics, machine learning, data",AI/ML,data_science
4874,Sick Leave,"Generally, employees can request sick leave when they are unable to work because of illness. This option is available when applicable for case 6.","sick leave, illness, leave, employees, absence",HR,sick_leave
4875,Data Privacy,"Generally, organizations should protect personal information from unauthorized access. This option is available when applicable for case 6.","privacy, personal data, security, information, compliance",Security,data_privacy
4876,Cloud Computing,"Generally, cloud computing provides computing resources through internet-based services. This option is available when applicable for case 6.","cloud, servers, storage, computing, technology",Technology,cloud_computing
4877,API,"Generally, an API allows different software applications to communicate with each other. This option is available when applicable for case 6.","API, software, integration, applications, requests",Technology,api
4878,Natural Language Processing,"Generally, natural language processing enables computers to work with human language. This option is available when applicable for case 6.","NLP, language, text, AI, natural language",AI/ML,nlp
4879,Semantic Search,"Generally, semantic search retrieves documents based on meaning rather than exact keyword matches. This option is available when applicable for case 6.","semantic search, meaning, query, documents, similarity",AI/ML,semantic_search
4880,Customer Support,"Generally, customers can contact support when they need help with a product or service. This option is available when applicable for case 6.","customer support, help, service, customers, tickets",Business,customer_support
4881,Password Reset,The password recovery page allows users to set a new account password for case 4.,"password, reset, recovery, account, login",IT,password_recovery
4882,Account Recovery,A registered email address can be used to recover a user account for case 4.,"account recovery, email verification, account access, registered email",IT,account_recovery
4883,Remote Work Policy,Employees can use the company's remote working arrangement each month for case 4.,"remote work, work from home, employees, policy, flexible work",HR,remote_work
4884,Annual Leave,Each employee receives an annual allowance of 20 paid leave days for case 4.,"annual leave, paid leave, vacation, employees, time off",HR,annual_leave
4885,Machine Learning,Algorithms can learn relationships in data and use them for future predictions for case 4.,"machine learning, data, patterns, AI, prediction",AI/ML,machine_learning
4886,Python,Many machine learning developers use Python to build intelligent applications for case 4.,"Python, programming, data science, machine learning, software",Programming,python
4887,Health Insurance,Health insurance is included among the benefits available to eligible employees for case 4.,"health insurance, employees, medical, benefits, coverage",HR,health_insurance
4888,Work From Home,The work from home option allows eligible employees to work outside the office for case 4.,"work from home, remote work, employees, home office, flexible work",HR,remote_work
4889,Deep Learning,Layered neural networks are commonly used to solve complex learning problems for case 4.,"deep learning, neural networks, layers, patterns, AI",AI/ML,deep_learning
4890,Employee Benefits,"The organization's benefits package includes insurance, leave and retirement-related benefits for case 4.","employee benefits, insurance, leave, retirement, employees",HR,employee_benefits
4891,Phishing Protection,"Generally, phishing protection helps users identify fraudulent messages and unsafe links. This option is available when applicable for case 6.","phishing, email, security, fraud, links",Security,phishing
4892,SQL,"Generally, developers use SQL to retrieve and manipulate data in database tables. This option is available when applicable for case 6.","SQL, database, query, data, tables",Programming,sql
4893,Data Science,"Generally, data scientists analyze information to discover useful insights and patterns. This option is available when applicable for case 6.","data science, analysis, statistics, machine learning, data",AI/ML,data_science
4894,Sick Leave,"Generally, sick leave allows employees to take time away from work when they are unwell. This option is available when applicable for case 6.","sick leave, illness, leave, employees, absence",HR,sick_leave
4895,Data Privacy,"Generally, data privacy practices help protect sensitive personal information. This option is available when applicable for case 6.","privacy, personal data, security, information, compliance",Security,data_privacy
4896,Cloud Computing,"Generally, organizations can use cloud platforms for storage, applications and computing. This option is available when applicable for case 6.","cloud, servers, storage, computing, technology",Technology,cloud_computing
